Brand,Model_Name,Price,Front_Cam_MP,Display_cm,Processor,RAM_in_gb,ROM_in_gb,Battery_in_mAh,Expandable_Memory_in_gb,Rating
SAMSUNG,SAMSUNG Galaxy F62 (Laser Blue),25999.0,32.0,17.02,Exynos 9825 Processor,8.0,128.0,7000.0,1000.0,4.3
GIONEE,GIONEE Max Pro (Red),6499.0,8.0,16.56,Octa Core Processor,3.0,32.0,6000.0,256.0,3.9
realme,realme 8 Pro (Infinite Blue),19999.0,16.0,16.26,Qualcomm Snapdragon 720G Processor,8.0,128.0,4500.0,256.0,4.3
OPPO,OPPO A31 (Fantasy White),12486.0,8.0,16.51,MediaTek Helio P35 Octa Core Processor,4.0,64.0,4230.0,256.0,4.3
REDMI,REDMI 9i (Sea Blue),9831.0,5.0,16.59,MediaTek Helio G25 Processor,4.0,128.0,5000.0,512.0,4.3
realme,realme X7 5G (Space Silver),17999.0,16.0,16.33,MediaTek Dimensity 800U Processor,6.0,128.0,4310.0,0.0,4.3
SAMSUNG,SAMSUNG Galaxy M01 (Black),7799.0,5.0,14.48,,3.0,32.0,4000.0,512.0,4.2
REDMI,REDMI 9 Power (Blazing Blue),12999.0,8.0,16.59,,6.0,128.0,6000.0,0.0,4.3
ViVO,ViVO Y31 (Ocean Blue),16490.0,16.0,16.71,Qualcomm Snapdragon 662 Processor,6.0,128.0,5000.0,1000.0,4.4
ViVO,ViVO Y31 (Racing Black),16490.0,16.0,16.71,Qualcomm Snapdragon 662 Processor,6.0,128.0,5000.0,1000.0,4.4
realme,realme X7 5G (Nebula),19999.0,16.0,16.33,MediaTek Dimensity 800U Processor,8.0,128.0,4310.0,0.0,4.3
realme,realme X7 5G (Space Silver),19999.0,16.0,16.33,MediaTek Dimensity 800U Processor,8.0,128.0,4310.0,0.0,4.3
Redmi,Redmi 9A (Sea Blue),7849.0,5.0,16.59,MediaTek Helio G25 Processor,3.0,32.0,5000.0,512.0,4.3
ViVO,ViVO Y91i (Ocean Blue),7490.0,5.0,15.8,MTK Helio P22 Processor,2.0,32.0,4030.0,256.0,4.3
POCO,POCO X3 (Shadow Gray),16999.0,20.0,16.94,Qualcomm Snapdragon 732G Processor,6.0,128.0,6000.0,512.0,4.4
GIONEE,GIONEE F8 Neo (Black),5388.0,5.0,13.84,Unisoc SC9863 Processor,2.0,32.0,3000.0,256.0,3.9
GIONEE,GIONEE F8 Neo (Blue),5299.0,5.0,13.84,Unisoc SC9863 Processor,2.0,32.0,3000.0,256.0,3.9
realme,realme 7 Pro (Mirror Blue),17999.0,32.0,16.26,Qualcomm Snapdragon 720G Processor,8.0,128.0,4500.0,256.0,4.4
OPPO,OPPO A53 (Electric Black),10990.0,16.0,16.51,Qualcomm Snapdragon 460 Processor,4.0,64.0,5000.0,256.0,4.5
OPPO,OPPO A53 (Fancy Blue),10990.0,16.0,16.51,Qualcomm Snapdragon 460 Processor,4.0,64.0,5000.0,256.0,4.5
realme,realme Narzo 20A (Glory Silver),9499.0,8.0,16.51,Qualcomm Snapdragon 665 Processor,4.0,64.0,5000.0,256.0,4.4
ViVO,ViVO Y30 (Emerald Black),14990.0,8.0,16.43,MediaTek Helio P35 Processor,6.0,128.0,5000.0,256.0,4.3
Infinix,Infinix Smart 4 Plus (Midnight Black),7999.0,8.0,17.32,Mediatek Helio A25 Processor,3.0,32.0,6000.0,256.0,4.4
realme,realme Narzo 20A (Glory Silver),8499.0,8.0,16.51,Qualcomm Snapdragon 665 Processor,3.0,32.0,5000.0,256.0,4.3
realme,realme Narzo 20A (Victory Blue),8499.0,8.0,16.51,Qualcomm Snapdragon 665 Processor,3.0,32.0,5000.0,256.0,4.3
realme,realme C15 Qualcomm Edition (Power Silver),8999.0,8.0,16.56,Qualcomm Snapdragon 460 Processor,3.0,32.0,6000.0,256.0,4.3
Infinix,Infinix Smart 4 Plus (Ocean Wave),7999.0,8.0,17.32,Mediatek Helio A25 Processor,3.0,32.0,6000.0,256.0,4.4
REDMI,REDMI 9 Power (Mighty Black),12999.0,8.0,16.59,,6.0,128.0,6000.0,0.0,4.3
OPPO,OPPO A53 (Fairy White),10990.0,16.0,16.51,Qualcomm Snapdragon 460 Processor,4.0,64.0,5000.0,256.0,4.5
OPPO,OPPO A53 (Fancy Blue),12990.0,16.0,16.51,Qualcomm Snapdragon 460 Processor,6.0,128.0,5000.0,256.0,4.4
ViVO,ViVO Y30 (Dazzle Blue),14990.0,8.0,16.43,MediaTek Helio P35 Processor,6.0,128.0,5000.0,256.0,4.3
POCO,POCO M2 (Pitch Black),10499.0,8.0,16.59,MediaTek Helio G80 Processor,6.0,64.0,5000.0,512.0,4.3
REDMI,REDMI Note 9 (Scarlet Red),11900.0,13.0,16.59,MediaTek Helio G85 Processor,4.0,64.0,5020.0,512.0,4.3
OPPO,OPPO A53 (Electric Black),12990.0,16.0,16.51,Qualcomm Snapdragon 460 Processor,6.0,128.0,5000.0,256.0,4.4
OPPO,OPPO A53 (Fairy White),12990.0,16.0,16.51,Qualcomm Snapdragon 460 Processor,6.0,128.0,5000.0,256.0,4.4
LG,LG W31 Plus (Midnight Blue),8299.0,8.0,16.56,MediaTek Helio G25 Processor,4.0,128.0,4000.0,512.0,4.1
Infinix,,10999.0,8.0,17.32,MediaTek Helio G85 Processor,6.0,64.0,6000.0,256.0,4.3
realme,realme 8 Pro (Infinite Blue),17999.0,16.0,16.26,Qualcomm Snapdragon 720G Processor,6.0,128.0,4500.0,256.0,4.3
realme,realme C11 (Rich Grey),7499.0,5.0,16.51,Mediatek Helio G35 Processor,2.0,32.0,5000.0,256.0,4.4
realme,realme C11 (Rich Green),7499.0,5.0,16.51,Mediatek Helio G35 Processor,2.0,32.0,5000.0,256.0,4.4
POCO,POCO M2 Pro (Two Shades of Black),12999.0,16.0,16.94,Qualcomm Snapdragon 720G Processor,4.0,64.0,5000.0,512.0,4.4
POCO,POCO X3 Pro (Steel Blue),20999.0,20.0,16.94,Qualcomm Snapdragon 860 Processor,8.0,128.0,5160.0,1000.0,4.4
ViVO,ViVO Y91i (Fusion Black),7490.0,5.0,15.8,MTK Helio P22 Processor,2.0,32.0,4030.0,256.0,4.3
REDMI,REDMI 9 Power (Blazing Blue),11999.0,8.0,16.59,Qualcomm Snapdragon 662 Processor,4.0,128.0,6000.0,0.0,4.3
SAMSUNG,SAMSUNG Galaxy A21s (Blue),12999.0,13.0,16.51,Exynos 850 Octa Core Processor,4.0,64.0,5000.0,512.0,4.2
SAMSUNG,SAMSUNG M31 (Ocean Blue),15700.0,32.0,16.26,Samsung Exynos 9 Octa 9611 Processor,6.0,128.0,6000.0,512.0,4.3
Infinix,Infinix Hot 10S (Heart Of Ocean),10999.0,8.0,17.32,MediaTek Helio G85 Processor,6.0,64.0,6000.0,256.0,4.3
Tecno,Tecno Spark 6 Go (Mystery White),8699.0,8.0,16.56,MediaTek Helio A25 Processor,4.0,64.0,5000.0,512.0,4.3
Tecno,Tecno Spark 6 Go (Aqua Blue),8699.0,8.0,16.56,MediaTek Helio A25 Processor,4.0,64.0,5000.0,512.0,4.3
Panasonic,Panasonic Eluga I7 (Black),5299.0,8.0,13.87,MediaTek Quad Core Processor,2.0,16.0,4000.0,256.0,3.7
POCO,POCO M2 Pro (Green and Greener),15999.0,16.0,16.94,Qualcomm Snapdragon 720G Processor,6.0,128.0,5000.0,512.0,4.4
OPPO,OPPO A53s 5G (Ink Black),16990.0,8.0,16.56,MediaTek Dimensity 700 Processor,8.0,128.0,5000.0,1000.0,4.3
Panasonic,Panasonic Eluga I7 (Black),5299.0,8.0,13.87,MediaTek Quad Core Processor,2.0,16.0,4000.0,256.0,3.7
POCO,POCO M2 Pro (Green and Greener),15999.0,16.0,16.94,Qualcomm Snapdragon 720G Processor,6.0,128.0,5000.0,512.0,4.4
OPPO,OPPO A53s 5G (Ink Black),16990.0,8.0,16.56,MediaTek Dimensity 700 Processor,8.0,128.0,5000.0,1000.0,4.3
POCO,POCO M2 Pro (Out of the Blue),15999.0,16.0,16.94,Qualcomm Snapdragon 720G Processor,6.0,128.0,5000.0,512.0,4.4
SAMSUNG,SAMSUNG Galaxy M31 (Space Black),15800.0,32.0,16.26,Samsung Exynos 9 Octa 9611 Processor,6.0,128.0,6000.0,512.0,4.3
OPPO,OPPO A31 (Fantasy White),12458.0,8.0,16.51,MediaTek Helio P35 Octa Core Processor,6.0,128.0,4230.0,256.0,4.3
SAMSUNG,SAMSUNG Galaxy F02s (Diamond Blue),8999.0,5.0,16.55,,3.0,32.0,5000.0,1000.0,4.2
Panasonic,Panasonic ELUGA I6 (Black),5001.0,5.0,13.84,MediaTek Processor,2.0,16.0,3000.0,256.0,3.7
POCO,POCO X3 (Cobalt Blue),16999.0,20.0,16.94,Qualcomm Snapdragon 732G Processor,6.0,128.0,6000.0,512.0,4.4
realme,realme 8 Pro (Illuminating Yellow),17999.0,16.0,16.26,Qualcomm Snapdragon 720G Processor,6.0,128.0,4500.0,256.0,4.3
MOTOROLA,MOTOROLA G30 (Pastel Sky),10999.0,13.0,16.54,Snapdragon 662 Processor,4.0,64.0,5000.0,0.0,4.1
MOTOROLA,MOTOROLA E7 Plus (Misty Blue),8999.0,8.0,16.51,Qualcomm Snapdragon 460 Processor,4.0,64.0,5000.0,512.0,4.2
SAMSUNG,SAMSUNG Galaxy M01 (Red),7799.0,5.0,14.48,,3.0,32.0,4000.0,512.0,4.2
SAMSUNG,SAMSUNG Galaxy A31 (Prism Crush Blue),16999.0,20.0,16.26,,6.0,128.0,5000.0,512.0,4.3
realme,realme 7 Pro (Sun Kissed Leather),17999.0,32.0,16.26,Qualcomm Snapdragon 720G Processor,8.0,128.0,4500.0,256.0,4.4
realme,realme 7 Pro (Mirror Silver),17999.0,32.0,16.26,Qualcomm Snapdragon 720G Processor,8.0,128.0,4500.0,256.0,4.4
realme,realme X7 Max (Asteroid Black),26999.0,16.0,16.33,MediaTek Dimensity 1200 Processor,8.0,128.0,4500.0,0.0,4.4
realme,realme 7 Pro (Mirror Blue),15999.0,32.0,16.26,Qualcomm Snapdragon 720G Processor,6.0,128.0,4500.0,256.0,4.4
realme,realme 7 Pro (Mirror Silver),15999.0,32.0,16.26,Qualcomm Snapdragon 720G Processor,6.0,128.0,4500.0,256.0,4.4
SAMSUNG,SAMSUNG Galaxy M31 (Space Black),15685.0,32.0,16.26,Samsung Exynos 9 Octa 9611 Processor,6.0,64.0,6000.0,512.0,4.3
Tecno,Tecno Spark Go 2020 (Mystery White),6999.0,8.0,16.56,MediaTek Helio A20 Quad Core Processor,2.0,32.0,5000.0,256.0,4.4
POCO,POCO M2 (Pitch Black),11499.0,8.0,16.59,MediaTek Helio G80 Processor,6.0,128.0,5000.0,512.0,4.3
POCO,POCO M2 (Brick Red),11499.0,8.0,16.59,MediaTek Helio G80 Processor,6.0,128.0,5000.0,512.0,4.3
Tecno,Tecno Spark Go 2020 (Aqua Blue),6999.0,8.0,16.56,MediaTek Helio A20 Quad Core Processor,2.0,32.0,5000.0,256.0,4.4
Tecno,Tecno Spark Go 2020 (Ice jadeite),6999.0,8.0,16.56,MediaTek Helio A20 Quad Core Processor,2.0,32.0,5000.0,256.0,4.4
REDMI,REDMI 9 Power (Electric Green),11999.0,8.0,16.59,Qualcomm Snapdragon 662 Processor,4.0,128.0,6000.0,0.0,4.3
Redmi,Redmi 9A (Nature Green),7700.0,5.0,16.59,MediaTek Helio G25 Processor,3.0,32.0,5000.0,512.0,4.3
Google,Google Pixel 4a (Just Black),26999.0,8.0,14.76,Qualcomm Snapdragon 730G Processor,6.0,128.0,3140.0,0.0,4.6
Itel,Itel A48 (Gradation Green),5899.0,5.0,15.49,Quad Core Processor,2.0,32.0,3000.0,128.0,4.0
SAMSUNG,SAMSUNG Galaxy F62 (Laser Green),25999.0,32.0,17.02,Exynos 9825 Processor,8.0,128.0,7000.0,1000.0,4.3
SAMSUNG,SAMSUNG Galaxy F12 (Sea Green),9999.0,8.0,16.55,Exynos 850 Processor,4.0,64.0,6000.0,512.0,4.2
POCO,POCO M2 Pro (Green and Greener),13999.0,16.0,16.94,Qualcomm Snapdragon 720G Processor,6.0,64.0,5000.0,512.0,4.4
SAMSUNG,SAMSUNG Galaxy F12 (Celestial Black),9999.0,8.0,16.55,Exynos 850 Processor,4.0,64.0,6000.0,512.0,4.2
REDMI,REDMI Note 9 (Arctic White),12999.0,13.0,16.59,MediaTek Helio G85 Processor,4.0,128.0,5020.0,512.0,4.3
POCO,POCO X3 Pro (Steel Blue),18999.0,20.0,16.94,Qualcomm Snapdragon 860 Processor,6.0,128.0,5160.0,1000.0,4.4
OPPO,OPPO A54 (Crystal Black),14490.0,16.0,16.54,MediaTek Helio P35 Processor,4.0,128.0,5000.0,256.0,4.3
OPPO,OPPO A54 (Moonlight Gold),13490.0,16.0,16.54,MediaTek Helio P35 Processor,4.0,64.0,5000.0,256.0,4.3
MOTOROLA,MOTOROLA G60 (Frosted Champagne),17999.0,32.0,17.22,Qualcomm Snapdragon 732G Processor,6.0,128.0,6000.0,0.0,4.2
Micromax,Micromax IN 1 (Purple),11499.0,8.0,16.94,MediaTek Helio G80 Processor,6.0,128.0,5000.0,256.0,4.3
Micromax,Micromax IN 1 (Blue),11499.0,8.0,16.94,MediaTek Helio G80 Processor,6.0,128.0,5000.0,256.0,4.3
Micromax,Micromax IN 1 (Purple),9999.0,8.0,16.94,MediaTek Helio G80 Processor,4.0,64.0,5000.0,256.0,4.3
OPPO,OPPO A54 (Moonlight Gold),15990.0,16.0,16.54,MediaTek Helio P35 Processor,6.0,128.0,5000.0,256.0,4.3
OPPO,OPPO A54 (Moonlight Gold),14490.0,16.0,16.54,MediaTek Helio P35 Processor,4.0,128.0,5000.0,256.0,4.3
MOTOROLA,MOTOROLA G9 Power (Electric Violet),11999.0,16.0,17.22,Qualcomm Snapdragon 662 Processor,4.0,64.0,6000.0,512.0,4.1
POCO,POCO M2 Pro (Two Shades of Black),15999.0,16.0,16.94,Qualcomm Snapdragon 720G Processor,6.0,128.0,5000.0,512.0,4.4
SAMSUNG,SAMSUNG Galaxy M02 (Blue),7672.0,5.0,16.64,MediaTek MT6739 Processor,2.0,32.0,5000.0,0.0,4.1
OPPO,OPPO A31 (Lake Green),11990.0,8.0,16.51,MediaTek Helio P35 Octa Core Processor,6.0,128.0,4230.0,256.0,4.3
REDMI,REDMI Note 9 (Arctic White),15995.0,13.0,16.59,MediaTek Helio G85 Processor,6.0,128.0,5020.0,512.0,4.3
Redmi,Redmi 8A Dual (Midnight Grey),7999.0,8.0,15.8,Qualcomm Snapdragon 439 Processor,3.0,32.0,5000.0,512.0,4.2
SAMSUNG,SAMSUNG Galaxy M21 (Raven Black),13827.0,20.0,16.26,,4.0,64.0,6000.0,512.0,4.3
REDMI,REDMI 9 Power (Fiery Red),12999.0,8.0,16.59,,6.0,128.0,6000.0,0.0,4.3
realme,realme 7i (Fusion Green),11999.0,16.0,16.51,Qualcomm Snapdragon 662 Processor,4.0,64.0,5000.0,256.0,4.3
realme,realme 7i (Fusion Blue),11999.0,16.0,16.51,Qualcomm Snapdragon 662 Processor,4.0,64.0,5000.0,256.0,4.3
SAMSUNG,SAMSUNG Galaxy F41 (Fusion Black),14499.0,32.0,16.26,Exynos 9611 Processor,6.0,128.0,6000.0,512.0,4.3
OPPO,OPPO A53 (Mint Cream),15990.0,16.0,16.51,Qualcomm Snapdragon 460 Processor,4.0,64.0,5000.0,256.0,4.5
Panasonic,Panasonic Eluga I8 (Charcoal Black),6999.0,8.0,15.8,Meditek Processor,3.0,32.0,4000.0,512.0,3.9
realme,realme Narzo 20 Pro (White Knight),14999.0,16.0,16.51,MediaTek Helio G95 Processor,6.0,64.0,4500.0,256.0,4.3
realme,realme Narzo 20 Pro (Black Ninja),16999.0,16.0,16.51,MediaTek Helio G95 Processor,8.0,128.0,4500.0,256.0,4.3
realme,realme 3i (Diamond Red),8499.0,13.0,15.8,,3.0,32.0,4230.0,256.0,4.4
Redmi,Redmi 8 (Emerald Green),10785.0,8.0,15.8,Qualcomm Snapdragon 439 Processor,4.0,64.0,5000.0,512.0,4.4
ViVO,ViVO Y20A (Nebula Blue),11490.0,8.0,16.54,Qualcomm Snapdragon 439 Processor,3.0,64.0,5000.0,256.0,4.3
OPPO,OPPO F19 Pro (Crystal Silver),23490.0,16.0,16.33,,8.0,256.0,4310.0,256.0,4.3
POCO,POCO X3 (Shadow Gray),18999.0,20.0,16.94,Qualcomm Snapdragon 732G Processor,8.0,128.0,6000.0,512.0,4.3
Itel,Itel A48 (Gradation Black),5899.0,5.0,15.49,Quad Core Processor,2.0,32.0,3000.0,128.0,4.0
realme,realme 7 (Mist Blue),13999.0,16.0,16.51,MediaTek Helio G95 Processor,6.0,64.0,5000.0,256.0,4.3
OPPO,OPPO A15 (Dynamic Black),9990.0,5.0,16.56,,3.0,32.0,4230.0,256.0,4.3
POCO,POCO C3 (Matte Black),7499.0,5.0,16.59,Mediatek Helio G35 Processor,3.0,32.0,5000.0,512.0,4.3
realme,realme 7i (Fusion Green),12999.0,16.0,16.51,Qualcomm Snapdragon 662 Processor,4.0,128.0,5000.0,256.0,4.3
Tecno,Tecno Camon 15 (SHOAL GOLD),9999.0,16.0,16.64, Helio P22 MT6762 Processor,4.0,64.0,5000.0,256.0,4.2
realme,realme C15 (Power Blue),8999.0,8.0,16.56,Mediatek Helio G35 Processor,3.0,32.0,6000.0,256.0,4.3
realme,realme 7i (Fusion Green),11999.0,16.0,16.51,Qualcomm Snapdragon 662 Processor,4.0,64.0,5000.0,256.0,4.3
OPPO,OPPO A54 (Crystal Black),13490.0,16.0,16.54,MediaTek Helio P35 Processor,4.0,64.0,5000.0,256.0,4.3
Nokia,Nokia C3 (Nordic Blue),6749.0,5.0,15.21,SC9863A Octa Core Processor,2.0,16.0,3040.0,128.0,3.9
OPPO,OPPO A54 (Starry Blue),14490.0,16.0,16.54,MediaTek Helio P35 Processor,4.0,128.0,5000.0,256.0,4.3
OPPO,OPPO A54 (Starry Blue),13490.0,16.0,16.54,MediaTek Helio P35 Processor,4.0,64.0,5000.0,256.0,4.3
SAMSUNG,SAMSUNG Galaxy A31 (Prism Crush Black),16999.0,20.0,16.26,,6.0,128.0,5000.0,512.0,4.3
REDMI,REDMI Note 10 Pro Max (Vintage Bronze),21499.0,16.0,16.94,Qualcomm Snapdragon 732G Processor,6.0,128.0,5020.0,512.0,4.3
Tecno,Tecno POVA (Magic Blue),10499.0,8.0,17.27,MediaTek Helio G80 Processor,4.0,64.0,6000.0,256.0,4.3
realme,realme C15 (Power Silver),9999.0,8.0,16.56,Mediatek Helio G35 Processor,4.0,64.0,6000.0,256.0,4.4
ViVO,ViVO Z1Pro (Sonic Blue),14990.0,32.0,16.59,,4.0,64.0,5000.0,256.0,4.5
ViVO,ViVO Z1Pro (Sonic Black),15990.0,32.0,16.59,,6.0,64.0,5000.0,256.0,4.5
ViVO,ViVO Z1Pro (Sonic Black),14990.0,32.0,16.59,,4.0,64.0,5000.0,256.0,4.5
SAMSUNG,SAMSUNG Galaxy M11 (Metallic Blue),10085.0,8.0,16.26,,4.0,64.0,5000.0,512.0,4.3
realme,realme 3i (Diamond Black),10499.0,13.0,15.8,,4.0,64.0,4230.0,256.0,4.4
POCO,POCO M2 (Brick Red),10499.0,8.0,16.59,MediaTek Helio G80 Processor,6.0,64.0,5000.0,512.0,4.3
ViVO,ViVO Y20A (Dawn White),11490.0,8.0,16.54,Qualcomm Snapdragon 439 Processor,3.0,64.0,5000.0,256.0,4.3
POCO,POCO C3 (Lime Green),8499.0,5.0,16.59,Mediatek Helio G35 Processor,4.0,64.0,5000.0,512.0,4.3
GIONEE,GIONEE Max Pro (Black),6499.0,8.0,16.56,Octa Core Processor,3.0,32.0,6000.0,256.0,3.9
REDMI,REDMI 9 Power (Fiery Red),11999.0,8.0,16.59,Qualcomm Snapdragon 662 Processor,4.0,128.0,6000.0,0.0,4.3
LAVA,LAVA Z61 Pro (Champagne Gold),5777.0,5.0,13.84,Unisoc Octa Core Processor,2.0,16.0,3100.0,128.0,4.0
realme,realme 7 (Mist White),13999.0,16.0,16.51,MediaTek Helio G95 Processor,6.0,64.0,5000.0,256.0,4.3
OPPO,OPPO A31 (Mystery Black),12097.0,8.0,16.51,MediaTek Helio P35 Octa Core Processor,6.0,128.0,4230.0,256.0,4.3
ViVO,ViVO V21 5G (Dusk Blue),32990.0,44.0,16.36,MediaTek Dimensity 800U Processor,8.0,256.0,4000.0,0.0,4.3
realme,realme C15 (Power Silver),8999.0,8.0,16.56,Mediatek Helio G35 Processor,3.0,32.0,6000.0,256.0,4.3
POCO,POCO M2 (Slate Blue),11499.0,8.0,16.59,MediaTek Helio G80 Processor,6.0,128.0,5000.0,512.0,4.3
ViVO,ViVO Z1Pro (Sonic Blue),15990.0,32.0,16.59,,6.0,64.0,5000.0,256.0,4.5
REDMI,REDMI Note 9 (Pebble Grey),13299.0,13.0,16.59,MediaTek Helio G85 Processor,4.0,128.0,5020.0,512.0,4.3
SAMSUNG,SAMSUNG Galaxy A31 (Prism Crush White),16999.0,20.0,16.26,,6.0,128.0,5000.0,512.0,4.3
ViVO,ViVO V21 5G (Sunset Dazzle),29990.0,44.0,16.36,MediaTek Dimensity 800U Processor,8.0,128.0,4000.0,0.0,4.3
ViVO,ViVO V21 5G (Sunset Dazzle),32990.0,44.0,16.36,MediaTek Dimensity 800U Processor,8.0,256.0,4000.0,0.0,4.3
ViVO,ViVO V21 5G (Arctic White),29990.0,44.0,16.36,MediaTek Dimensity 800U Processor,8.0,128.0,4000.0,0.0,4.3
realme,realme Narzo 20 Pro (Black Ninja),14999.0,16.0,16.51,MediaTek Helio G95 Processor,6.0,64.0,4500.0,256.0,4.3
realme,realme Narzo 20 Pro (White Knight),16999.0,16.0,16.51,MediaTek Helio G95 Processor,8.0,128.0,4500.0,256.0,4.3
realme,realme Narzo 20 Pro (Black Ninja),16999.0,16.0,16.51,MediaTek Helio G95 Processor,8.0,128.0,4500.0,256.0,4.3
REDMI,REDMI 8A Dual (Midnight Grey),7299.0,8.0,15.8,Qualcomm Snapdragon 439 Processor,2.0,32.0,5000.0,512.0,4.3
GIONEE,GIONEE F11 (Blue),6698.0,5.0,15.49,,3.0,32.0,5000.0,256.0,3.9
REDMI,REDMI Note 10 (Shadow Black),13387.0,13.0,16.33,Qualcomm Snapdragon 678 Processor,4.0,64.0,5000.0,512.0,4.3
ViVO,ViVO V21 5G (Dusk Blue),29990.0,44.0,16.36,MediaTek Dimensity 800U Processor,8.0,128.0,4000.0,0.0,4.3
ViVO,ViVO V21 5G (Arctic White),32990.0,44.0,16.36,MediaTek Dimensity 800U Processor,8.0,256.0,4000.0,0.0,4.3
POCO,POCO M2 Pro (Out of the Blue),12999.0,16.0,16.94,Qualcomm Snapdragon 720G Processor,4.0,64.0,5000.0,512.0,4.4
LAVA,LAVA Z61 Pro (Lavender Blue),5777.0,5.0,13.84,Unisoc Octa Core Processor,2.0,16.0,3100.0,128.0,4.0
OPPO,OPPO F19 Pro (Fluid Black),23990.0,16.0,16.33,,8.0,128.0,4310.0,256.0,4.3
OPPO,OPPO F19 Pro (Crystal Silver),21490.0,16.0,16.33,,8.0,128.0,4310.0,256.0,4.3
MOTOROLA,MOTOROLA G40 Fusion (Dynamic Gray),14499.0,16.0,17.22,Qualcomm Snapdragon 732G Processor,4.0,64.0,6000.0,0.0,4.3
OPPO,OPPO F19 (Space Silver),18990.0,16.0,16.33,Qualcomm Snapdragon 662 Processor,6.0,128.0,5000.0,256.0,4.2
MOTOROLA,MOTOROLA E7 Power (Coral Red),6999.0,5.0,16.54,MediaTek Helio G25 Processor,2.0,32.0,5000.0,1000.0,4.2
